file,type,length,modification,result
000010,Pop,10,band,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 22:19:26"",""custom_files"":[{""Comment"":"""",""Track Number"":""1"",""Genre"":""Pop"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9580,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9580,""Album"":""Constant Hitmaker"",""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""Freeway"",""title"":""000010.mp3.db"",""Artist"":""Kurt Vile"",""play_offset_ms"":9680,""acrid"":""7a00e64bdb79c11c6309b284e6081001""},{""Comment"":"""",""Track Number"":""1"",""Genre"":""Pop"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9580,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9580,""Album"":""Constant Hitmaker"",""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""Freeway"",""title"":""000010.mp3.db"",""Artist"":""Kurt Vile"",""play_offset_ms"":9680,""acrid"":""0f6be57ce5fe9c5abe8530cd2c2a2477""}]},""result_type"":0,""cost_time"":1.9019999504089}
"
000010,Pop,10,chorus,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:19:28"",""custom_files"":[{""Album"":""Constant Hitmaker"",""title"":""000010.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9460,""sample_begin_time_offset_ms"":0,""acrid"":""7a00e64bdb79c11c6309b284e6081001"",""play_offset_ms"":9700,""Comment"":"""",""Track Number"":""1"",""Title"":""Freeway"",""score"":100,""bucket_id"":""22150"",""duration_ms"":29700,""Artist"":""Kurt Vile"",""Genre"":""Pop"",""sample_end_time_offset_ms"":9460},{""Album"":""Constant Hitmaker"",""title"":""000010.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9460,""sample_begin_time_offset_ms"":0,""acrid"":""0f6be57ce5fe9c5abe8530cd2c2a2477"",""play_offset_ms"":9700,""Comment"":"""",""Track Number"":""1"",""Title"":""Freeway"",""score"":100,""bucket_id"":""22150"",""duration_ms"":29700,""Artist"":""Kurt Vile"",""Genre"":""Pop"",""sample_end_time_offset_ms"":9460}]},""cost_time"":1.2160000801086}
"
000140,Folk,10,flanger,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":2.0099999904633,""metadata"":{""timestamp_utc"":""2024-06-11 22:19:32"",""custom_files"":[{""score"":100,""Title"":""Queen Of The Wires"",""db_end_time_offset_ms"":9300,""Artist"":""Alec K Redfearn And The Eyesores"",""sample_end_time_offset_ms"":9300,""play_offset_ms"":9620,""Comment"":"""",""Track Number"":""02"",""Genre"":""Folk"",""Album"":""The Blind Spot"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""ef2e31d746384d6f682b39b32448c54a"",""title"":""000140.mp3.db"",""sample_begin_time_offset_ms"":0,""db_begin_time_offset_ms"":0},{""score"":100,""Title"":""Queen Of The Wires"",""db_end_time_offset_ms"":9300,""Artist"":""Alec K Redfearn And The Eyesores"",""sample_end_time_offset_ms"":9300,""play_offset_ms"":9620,""Comment"":"""",""Track Number"":""02"",""Genre"":""Folk"",""Album"":""The Blind Spot"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""1653b06f1d812c73d3f3c536ea880150"",""title"":""000140.mp3.db"",""sample_begin_time_offset_ms"":0,""db_begin_time_offset_ms"":0}]},""result_type"":0}
"
000140,Folk,10,echo,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:19:33"",""custom_files"":[{""Title"":""Queen Of The Wires"",""Artist"":""Alec K Redfearn And The Eyesores"",""Album"":""The Blind Spot"",""Comment"":"""",""Track Number"":""02"",""Genre"":""Folk"",""db_end_time_offset_ms"":9300,""sample_begin_time_offset_ms"":0,""acrid"":""ef2e31d746384d6f682b39b32448c54a"",""play_offset_ms"":10140,""score"":100,""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0,""title"":""000140.mp3.db"",""sample_end_time_offset_ms"":9300},{""Title"":""Queen Of The Wires"",""Artist"":""Alec K Redfearn And The Eyesores"",""Album"":""The Blind Spot"",""Comment"":"""",""Track Number"":""02"",""Genre"":""Folk"",""db_end_time_offset_ms"":9300,""sample_begin_time_offset_ms"":0,""acrid"":""1653b06f1d812c73d3f3c536ea880150"",""play_offset_ms"":10140,""score"":100,""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0,""title"":""000140.mp3.db"",""sample_end_time_offset_ms"":9300}]},""cost_time"":1.2049999237061}
"
000140,Folk,10,band,"{""cost_time"":2.4820001125336,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":9500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9500,""play_offset_ms"":9640,""acrid"":""ef2e31d746384d6f682b39b32448c54a"",""Title"":""Queen Of The Wires"",""Album"":""The Blind Spot"",""Artist"":""Alec K Redfearn And The Eyesores"",""score"":100,""Track Number"":""02"",""Genre"":""Folk"",""Comment"":"""",""title"":""000140.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0},{""db_end_time_offset_ms"":9500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9500,""play_offset_ms"":9640,""acrid"":""1653b06f1d812c73d3f3c536ea880150"",""Title"":""Queen Of The Wires"",""Album"":""The Blind Spot"",""Artist"":""Alec K Redfearn And The Eyesores"",""score"":100,""Track Number"":""02"",""Genre"":""Folk"",""Comment"":"""",""title"":""000140.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 22:19:36""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
000140,Folk,10,chorus,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 22:19:39"",""custom_files"":[{""Comment"":"""",""Track Number"":""02"",""Genre"":""Folk"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9240,""Album"":""The Blind Spot"",""bucket_id"":""22150"",""duration_ms"":29700,""title"":""000140.mp3.db"",""play_offset_ms"":9660,""Title"":""Queen Of The Wires"",""acrid"":""1653b06f1d812c73d3f3c536ea880150"",""Artist"":""Alec K Redfearn And The Eyesores"",""db_end_time_offset_ms"":9240,""db_begin_time_offset_ms"":0,""score"":100},{""Comment"":"""",""Track Number"":""02"",""Genre"":""Folk"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9240,""Album"":""The Blind Spot"",""bucket_id"":""22150"",""duration_ms"":29700,""title"":""000140.mp3.db"",""play_offset_ms"":9660,""Title"":""Queen Of The Wires"",""acrid"":""ef2e31d746384d6f682b39b32448c54a"",""Artist"":""Alec K Redfearn And The Eyesores"",""db_end_time_offset_ms"":9240,""db_begin_time_offset_ms"":0,""score"":100}]},""result_type"":0,""cost_time"":2.2179999351501}
"
000141,Folk,10,flanger,"{""cost_time"":0.53600001335144,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:19:41"",""custom_files"":[{""db_end_time_offset_ms"":8480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":8480,""play_offset_ms"":9640,""title"":""000141.mp3.db"",""Album"":""Every Man For Himself"",""Title"":""Ohio"",""Artist"":""Alec K. Redfearn and the Eyesores"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""score"":100,""duration_ms"":29700,""acrid"":""924b0591fb4ffcba8228b50a859cd7d1"",""bucket_id"":""22150"",""db_begin_time_offset_ms"":0},{""db_end_time_offset_ms"":8480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":8480,""play_offset_ms"":9640,""title"":""000141.mp3.db"",""Album"":""Every Man For Himself"",""Title"":""Ohio"",""Artist"":""Alec K. Redfearn and the Eyesores"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""score"":100,""duration_ms"":29700,""acrid"":""939a44108db3c14d3d44d5f2b3bf0646"",""bucket_id"":""22150"",""db_begin_time_offset_ms"":0}]}}
"
000141,Folk,10,echo,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":2.6099998950958,""metadata"":{""custom_files"":[{""Title"":""Ohio"",""Artist"":""Alec K. Redfearn and the Eyesores"",""acrid"":""939a44108db3c14d3d44d5f2b3bf0646"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9200,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9200,""play_offset_ms"":10200,""Album"":""Every Man For Himself"",""title"":""000141.mp3.db"",""bucket_id"":""22150""},{""Title"":""Ohio"",""Artist"":""Alec K. Redfearn and the Eyesores"",""acrid"":""924b0591fb4ffcba8228b50a859cd7d1"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9200,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9200,""play_offset_ms"":10200,""Album"":""Every Man For Himself"",""title"":""000141.mp3.db"",""bucket_id"":""22150""}],""timestamp_utc"":""2024-06-11 22:19:44""}}
"
000141,Folk,10,band,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":2.2760000228882,""metadata"":{""timestamp_utc"":""2024-06-11 22:19:47"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9080,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9080,""play_offset_ms"":9660,""Album"":""Every Man For Himself"",""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""Ohio"",""Artist"":""Alec K. Redfearn and the Eyesores"",""acrid"":""939a44108db3c14d3d44d5f2b3bf0646"",""title"":""000141.mp3.db"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9080,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9080,""play_offset_ms"":9660,""Album"":""Every Man For Himself"",""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""Ohio"",""Artist"":""Alec K. Redfearn and the Eyesores"",""acrid"":""924b0591fb4ffcba8228b50a859cd7d1"",""title"":""000141.mp3.db"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk""}]},""result_type"":0}
"
000141,Folk,10,chorus,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.3910000324249,""metadata"":{""custom_files"":[{""acrid"":""924b0591fb4ffcba8228b50a859cd7d1"",""bucket_id"":""22150"",""duration_ms"":29700,""Track Number"":"""",""Genre"":""Folk"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9180,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9180,""play_offset_ms"":9700,""Album"":""Every Man For Himself"",""Comment"":"""",""score"":100,""Artist"":""Alec K. Redfearn and the Eyesores"",""title"":""000141.mp3.db"",""Title"":""Ohio""},{""acrid"":""939a44108db3c14d3d44d5f2b3bf0646"",""bucket_id"":""22150"",""duration_ms"":29700,""Track Number"":"""",""Genre"":""Folk"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9180,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9180,""play_offset_ms"":9700,""Album"":""Every Man For Himself"",""Comment"":"""",""score"":100,""Artist"":""Alec K. Redfearn and the Eyesores"",""title"":""000141.mp3.db"",""Title"":""Ohio""}],""timestamp_utc"":""2024-06-11 22:19:48""}}
"
000148,Revival,10,flanger,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.7990000247955,""metadata"":{""custom_files"":[{""acrid"":""e5cadb50989a947466b73d48398094be"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":8960,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":8960,""play_offset_ms"":9660,""Title"":""Blackout 2"",""Artist"":""Andy Ortmann and Weasel Walter"",""Comment"":"""",""Track Number"":"""",""Genre"":""Revival"",""Album"":""Contradiction"",""title"":""000148.mp3.db""},{""acrid"":""91b5be72f898bb68befc82993c449970"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":8960,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":8960,""play_offset_ms"":9660,""Title"":""Blackout 2"",""Artist"":""Andy Ortmann and Weasel Walter"",""Comment"":"""",""Track Number"":"""",""Genre"":""Revival"",""Album"":""Contradiction"",""title"":""000148.mp3.db""}],""timestamp_utc"":""2024-06-11 22:19:52""}}
"
000148,Revival,10,echo,"{""cost_time"":0.64499998092651,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:19:53"",""custom_files"":[{""db_end_time_offset_ms"":9540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9540,""play_offset_ms"":10180,""title"":""000148.mp3.db"",""Album"":""Contradiction"",""acrid"":""e5cadb50989a947466b73d48398094be"",""Title"":""Blackout 2"",""Artist"":""Andy Ortmann and Weasel Walter"",""Comment"":"""",""Track Number"":"""",""Genre"":""Revival"",""duration_ms"":29700,""bucket_id"":""22150"",""score"":100,""db_begin_time_offset_ms"":0},{""db_end_time_offset_ms"":9540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9540,""play_offset_ms"":10180,""title"":""000148.mp3.db"",""Album"":""Contradiction"",""acrid"":""91b5be72f898bb68befc82993c449970"",""Title"":""Blackout 2"",""Artist"":""Andy Ortmann and Weasel Walter"",""Comment"":"""",""Track Number"":"""",""Genre"":""Revival"",""duration_ms"":29700,""bucket_id"":""22150"",""score"":100,""db_begin_time_offset_ms"":0}]}}
"
000148,Revival,10,band,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 22:19:54"",""custom_files"":[{""Title"":""Blackout 2"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9580,""Comment"":"""",""Track Number"":"""",""Genre"":""Revival"",""bucket_id"":""22150"",""duration_ms"":29700,""sample_end_time_offset_ms"":9580,""Artist"":""Andy Ortmann and Weasel Walter"",""acrid"":""e5cadb50989a947466b73d48398094be"",""title"":""000148.mp3.db"",""play_offset_ms"":9680,""sample_begin_time_offset_ms"":0,""Album"":""Contradiction""},{""Title"":""Blackout 2"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9580,""Comment"":"""",""Track Number"":"""",""Genre"":""Revival"",""bucket_id"":""22150"",""duration_ms"":29700,""sample_end_time_offset_ms"":9580,""Artist"":""Andy Ortmann and Weasel Walter"",""acrid"":""91b5be72f898bb68befc82993c449970"",""title"":""000148.mp3.db"",""play_offset_ms"":9680,""sample_begin_time_offset_ms"":0,""Album"":""Contradiction""}]},""result_type"":0,""cost_time"":0.76399993896484}
"
